chrom	tss	strand	gene_name	gene_type
chr9	97156556	-	CTSV	protein_coding
chr9	97307304	+	CCDC180	protein_coding
chr9	97412096	+	TDRD7	protein_coding
chr9	97501180	+	TMOD1	protein_coding
chr9	97633368	-	TSTD2	protein_coding
chr9	97633668	+	NCBP1	protein_coding
chr9	97697340	-	XPA	protein_coding
chr9	97853226	+	FOXE1	protein_coding
chr9	97922500	-	TRMO	protein_coding
chr9	97944856	-	HEMGN	protein_coding
chr9	97983341	+	ANP32B	protein_coding
chr9	98056732	+	NANS	protein_coding
chr9	98119222	-	TRIM14	protein_coding
chr9	98192637	-	CORO2A	protein_coding
chr9	98255649	-	TBC1D2	protein_coding
chr9	98708935	-	GABBR2	protein_coding
chr9	98796965	-	ANKS6	protein_coding
chr9	98807670	+	GALNT12	protein_coding
chr9	98943179	+	COL15A1	protein_coding
chr9	99104038	+	TGFBR1	protein_coding
chr9	99221942	-	ALG2	protein_coding
chr9	99222064	+	SEC61B	protein_coding
chr9	99821855	+	NR4A3	protein_coding
chr9	99906654	+	STX17	protein_coding
chr9	100099052	-	ERP44	protein_coding
chr9	100099243	+	INVS	protein_coding
chr9	100352942	-	TEX10	protein_coding
chr9	100427143	+	MSANTD3	protein_coding
chr9	100442271	+	MSANTD3-TMEFF1	protein_coding
chr9	100473149	+	TMEFF1	protein_coding
chr9	100578079	+	CAVIN4	protein_coding
chr9	101028727	+	PLPPR1	protein_coding
chr9	101385400	-	BAAT	protein_coding
chr9	101398618	-	MRPL50	protein_coding
chr9	101398851	+	ZNF189	protein_coding
chr9	101449664	-	ALDOB	protein_coding
chr9	101533537	-	PGAP4	protein_coding
chr9	101533853	+	RNF20	protein_coding
chr9	101738647	-	GRIN3A	protein_coding
chr9	101595021	-	PPP3R2	protein_coding
chr9	102995311	+	CYLC2	protein_coding
chr9	104094260	+	SMC2	protein_coding
chr9	104504263	+	OR13F1	protein_coding
chr9	104527209	-	OR13C4	protein_coding
chr9	104536856	-	OR13C3	protein_coding
chr9	104569168	+	OR13C8	protein_coding
chr9	104599413	-	OR13C5	protein_coding
chr9	104605627	-	OR13C2	protein_coding
chr9	104618204	-	OR13C9	protein_coding
chr9	104694518	+	OR13D1	protein_coding
chr9	104747683	+	NIPSNAP3A	protein_coding
chr9	104764129	+	NIPSNAP3B	protein_coding
chr9	104928155	-	ABCA1	protein_coding
chr9	105244622	+	SLC44A1	protein_coding
chr9	105447796	+	FSD1L	protein_coding
chr9	105558122	+	FKTN	protein_coding
chr9	105662457	+	TAL2	protein_coding
chr9	105694541	+	TMEM38B	protein_coding
chr9	106863166	+	ZNF462	protein_coding
chr9	107283137	+	RAD23B	protein_coding
chr9	107490482	-	KLF4	protein_coding
chr9	108855986	-	ACTL7B	protein_coding
chr9	108862266	+	ACTL7A	protein_coding
chr9	108934328	-	ELP1	protein_coding
chr9	108934400	+	ABITRAM	protein_coding
chr9	109013522	-	CTNNAL1	protein_coding
chr9	109119947	-	TMEM245	protein_coding
chr9	109167249	-	FRRS1L	protein_coding
chr9	109321059	-	EPB41L4B	protein_coding
chr9	109498313	-	PTPN3	protein_coding
chr9	109498325	+	PALM2AKAP2	protein_coding
chr9	110208159	-	C9orf152	protein_coding
chr9	110256507	-	TXN	protein_coding
chr9	110337884	-	TXNDC8	protein_coding
chr9	110579880	-	SVEP1	protein_coding
chr9	110668779	+	MUSK	protein_coding
chr9	111038470	-	LPAR1	protein_coding
chr9	111330224	-	OR2K2	protein_coding
chr9	111484745	-	ECPAS	protein_coding
chr9	111525159	+	ZNF483	protein_coding
chr9	111599893	-	PTGR1	protein_coding
chr9	111631334	+	DNAJC25	protein_coding
chr9	111631386	+	DNAJC25-GNG10	protein_coding
chr9	111661605	+	GNG10	protein_coding
chr9	111795008	-	SHOC1	protein_coding
chr9	111896814	+	UGCG	protein_coding
chr9	112175297	-	SUSD1	protein_coding
chr9	112333664	-	PTBP3	protein_coding
chr9	112380080	+	HSDL2	protein_coding
chr9	112486827	+	KIAA1958	protein_coding
chr9	112718149	-	INIP	protein_coding
chr9	112750760	+	SNX30	protein_coding
chr9	112890876	-	SLC46A2	protein_coding
chr9	113012192	-	ZNF883	protein_coding
chr9	113056759	-	ZFP37	protein_coding
chr9	113150976	+	SLC31A2	protein_coding
chr9	113221458	-	FKBP15	protein_coding
chr9	113221544	+	SLC31A1	protein_coding
chr9	113275572	-	CDC26	protein_coding
chr9	113275642	+	PRPF4	protein_coding
chr9	113303376	-	RNF183	protein_coding
chr9	113340298	-	WDR31	protein_coding
chr9	113349541	+	BSPRY	protein_coding
chr9	113376986	-	HDHD3	protein_coding
chr9	113401290	-	ALAD	protein_coding
chr9	113410675	-	POLE3	protein_coding
chr9	113410054	+	C9orf43	protein_coding
chr9	113444731	+	RGS3	protein_coding
chr9	113876282	+	ZNF618	protein_coding
chr9	114078328	-	AMBP	protein_coding
chr9	114099292	-	KIF12	protein_coding
chr9	114155537	+	COL27A1	protein_coding
chr9	114323098	+	ORM1	protein_coding
chr9	114329869	+	ORM2	protein_coding
chr9	114394405	-	AKNA	protein_coding
chr9	114505473	-	WHRN	protein_coding
chr9	114587706	+	ATP6V1G1	protein_coding
chr9	114611206	+	TMEM268	protein_coding
chr9	114662374	-	TEX53	protein_coding
chr9	114682192	-	TEX48	protein_coding
chr9	114806039	-	TNFSF15	protein_coding
chr9	114930595	-	TNFSF8	protein_coding
chr9	115118207	-	TNC	protein_coding
chr9	116153791	+	PAPPA	protein_coding
chr9	117415070	-	ASTN2	protein_coding
chr9	116687305	+	TRIM32	protein_coding
chr9	117704157	+	ENSG00000285082	protein_coding
chr9	117704175	+	TLR4	protein_coding
chr9	119369435	-	BRINP1	protein_coding
chr9	120580170	-	CDK5RAP2	protein_coding
chr9	120714470	-	MEGF9	protein_coding
chr9	120793416	-	FBXW2	protein_coding
chr9	120792403	+	B3GALT9	protein_coding
chr9	120842951	-	PSMD5	protein_coding
chr9	120894896	-	PHF19	protein_coding
chr9	120929173	-	TRAF1	protein_coding
chr9	121075195	-	C5	protein_coding
chr9	121074660	+	CNTRL	protein_coding
chr9	121223014	-	RAB14	protein_coding
chr9	121207794	+	GSN	protein_coding
chr9	121370304	-	STOM	protein_coding
chr9	121499844	-	GGTA1	protein_coding
chr9	121567057	+	DAB2IP	protein_coding
chr9	122093606	-	TTLL11	protein_coding
chr9	122159779	-	NDUFA8	protein_coding
chr9	122159908	+	MORN5	protein_coding
chr9	122229626	-	LHX6	protein_coding
chr9	122264840	-	RBM18	protein_coding
chr9	122264603	+	MRRF	protein_coding
chr9	122370530	+	PTGS1	protein_coding
chr9	122477926	-	OR1J1	protein_coding
chr9	122510802	+	OR1J2	protein_coding
chr9	122519141	+	OR1J4	protein_coding
chr9	122527293	-	OR1N1	protein_coding
chr9	122553112	+	OR1N2	protein_coding
chr9	122583384	-	OR1L8	protein_coding
chr9	122614738	+	OR1Q1	protein_coding
chr9	122657627	-	OR1B1	protein_coding
chr9	122661566	+	OR1L1	protein_coding
chr9	122675130	+	OR1L3	protein_coding
chr9	122723990	+	OR1L4	protein_coding
chr9	122742303	+	OR1L6	protein_coding
chr9	122788933	+	OR5C1	protein_coding
chr9	122828588	-	PDCL	protein_coding
chr9	122800123	+	OR1K1	protein_coding
chr9	122905359	-	RC3H2	protein_coding
chr9	122913323	-	ZBTB6	protein_coding
chr9	122931512	-	ZBTB26	protein_coding
chr9	122940833	+	RABGAP1	protein_coding
chr9	123033667	+	GPR21	protein_coding
chr9	123268586	-	STRBP	protein_coding
chr9	123356170	+	CRB2	protein_coding
chr9	123930152	-	DENND1A	protein_coding
chr9	124001670	+	LHX2	protein_coding
chr9	124257606	+	NEK6	protein_coding
chr9	124415444	-	PSMB7	protein_coding
chr9	124450451	+	ADGRD2	protein_coding
chr9	124507420	-	NR5A1	protein_coding
chr9	124771311	-	NR6A1	protein_coding
chr9	124777133	+	OLFML2A	protein_coding
chr9	124853417	+	WDR38	protein_coding
chr9	124861981	-	RPL35	protein_coding
chr9	124862130	+	ARPC5L	protein_coding
chr9	124948492	-	GOLGA1	protein_coding
chr9	125143528	-	SCAI	protein_coding
chr9	125189939	-	PPP6C	protein_coding
chr9	125200542	+	RABEPK	protein_coding
chr9	125241382	-	HSPA5	protein_coding
chr9	125261794	+	GAPVD1	protein_coding
chr9	125707234	-	MAPKAP1	protein_coding
chr9	125747345	+	PBX3	protein_coding
chr9	126326829	+	MVB12B	protein_coding
chr9	126613928	+	LMX1B	protein_coding
chr9	126805006	+	ZBTB43	protein_coding
chr9	126860639	+	ZBTB34	protein_coding
chr9	126914774	+	RALGPS1	protein_coding
chr9	127122635	-	ANGPTL2	protein_coding
chr9	127224265	+	GARNL3	protein_coding
chr9	127397138	+	SLC2A8	protein_coding
chr9	127424374	+	ZNF79	protein_coding
chr9	127451406	-	RPL12	protein_coding
chr9	127451489	+	LRSAM1	protein_coding
chr9	127578989	-	NIBAN2	protein_coding
chr9	127579370	+	STXBP1	protein_coding
chr9	127724873	-	PTRH1	protein_coding
chr9	127706988	+	CFAP157	protein_coding
chr9	127716079	+	TTC16	protein_coding
chr9	127735313	-	TOR2A	protein_coding
chr9	127778710	-	SH2D3C	protein_coding
chr9	127785679	+	CDK9	protein_coding
chr9	127794597	+	FPGS	protein_coding
chr9	127854658	-	ENG	protein_coding
chr9	127877675	-	AK1	protein_coding
chr9	127906022	-	ENSG00000257524	protein_coding
chr9	127905408	-	ST6GALNAC6	protein_coding
chr9	127917041	-	ST6GALNAC4	protein_coding
chr9	127930785	-	PIP5KL1	protein_coding
chr9	127937854	-	DPM2	protein_coding
chr9	127980989	-	EEIG1	protein_coding
chr9	128068206	-	NAIF1	protein_coding
chr9	128068201	+	SLC25A25	protein_coding
chr9	128128462	-	PTGES2	protein_coding
chr9	128149071	+	LCN2	protein_coding
chr9	128160265	+	BBLN	protein_coding
chr9	128204383	-	CIZ1	protein_coding
chr9	128191655	+	DNM1	protein_coding
chr9	128276026	-	GOLGA2	protein_coding
chr9	128275379	+	SWI5	protein_coding
chr9	128322447	-	TRUB2	protein_coding
chr9	128322544	+	COQ4	protein_coding
chr9	128340527	+	SLC27A4	protein_coding
chr9	128371361	+	URM1	protein_coding
chr9	128411751	+	CERCAM	protein_coding
chr9	128455186	+	ODF2	protein_coding
chr9	128504655	+	GLE1	protein_coding
chr9	128552558	+	SPTAN1	protein_coding
chr9	128656847	-	DYNC2I2	protein_coding
chr9	128683424	+	SET	protein_coding
chr9	128702503	+	PKN3	protein_coding
chr9	128724127	-	ZDHHC12	protein_coding
chr9	128772414	-	ZER1	protein_coding
chr9	128787253	+	TBC1D13	protein_coding
chr9	128818500	+	ENDOG	protein_coding
chr9	128829794	-	SPOUT1	protein_coding
chr9	128881931	-	ENSG00000286112	protein_coding
chr9	128882494	-	KYAT1	protein_coding
chr9	128882133	+	LRRC8A	protein_coding
chr9	128920966	+	PHYHD1	protein_coding
chr9	128941478	+	ENSG00000251184	protein_coding
chr9	128947603	-	DOLK	protein_coding
chr9	128947699	+	NUP188	protein_coding
chr9	129028331	-	SH3GLB2	protein_coding
chr9	129036621	+	MIGA2	protein_coding
chr9	129081111	+	DOLPP1	protein_coding
chr9	129111189	-	CRAT	protein_coding
chr9	129110950	+	PTPA	protein_coding
chr9	129139413	+	ENSG00000235007	protein_coding
chr9	129178261	-	IER5L	protein_coding
chr9	129608884	+	NTMT1	protein_coding
chr9	129621101	-	C9orf50	protein_coding
chr9	129642169	-	ASB6	protein_coding
chr9	129665647	+	PRRX2	protein_coding
chr9	129753042	-	PTGES	protein_coding
chr9	129803157	+	TOR1B	protein_coding
chr9	129824244	-	TOR1A	protein_coding
chr9	129835863	-	C9orf78	protein_coding
chr9	129834698	+	USP20	protein_coding
chr9	130043189	-	FNBP1	protein_coding
chr9	130053426	+	GPR107	protein_coding
chr9	130172404	+	NCS1	protein_coding
chr9	130265760	+	HMCN2	protein_coding
chr9	130444961	+	ASS1	protein_coding
chr9	130578965	+	FUBP3	protein_coding
chr9	130664594	+	PRDM12	protein_coding
chr9	130693721	+	EXOSC2	protein_coding
chr9	130713043	+	ABL1	protein_coding
chr9	130713626	+	ENSG00000288570	protein_coding
chr9	130896812	-	QRFP	protein_coding
chr9	130939286	-	FIBCD1	protein_coding
chr9	131009174	+	LAMC3	protein_coding
chr9	131096476	+	AIF1L	protein_coding
chr9	131125573	+	NUP214	protein_coding
chr9	131277365	-	FAM78A	protein_coding
chr9	131289459	+	PLPP7	protein_coding
chr9	131373636	+	PRRC2B	protein_coding
chr9	131430129	+	ENSG00000291303	protein_coding
chr9	131432759	+	ENSG00000288841	protein_coding
chr9	131502789	+	POMT1	protein_coding
chr9	131531264	-	UCK1	protein_coding
chr9	131545523	+	PRRT1B	protein_coding
chr9	131740076	-	RAPGEF1	protein_coding
chr9	132079867	-	MED27	protein_coding
chr9	132162058	+	NTNG2	protein_coding
chr9	132354986	-	SETX	protein_coding
chr9	132406851	-	TTF1	protein_coding
chr9	132410043	+	CFAP77	protein_coding
chr9	132582606	+	BARHL1	protein_coding
chr9	132670401	-	DDX31	protein_coding
chr9	132670035	+	GTF3C4	protein_coding
chr9	132878777	-	AK8	protein_coding
chr9	132878027	+	SPACA9	protein_coding
chr9	132946874	-	TSC1	protein_coding
chr9	132944000	+	GFI1B	protein_coding
chr9	133030675	+	GTF3C5	protein_coding
chr9	133061981	+	CEL	protein_coding
chr9	133149334	-	RALGDS	protein_coding
chr9	133163914	-	ENSG00000285245	protein_coding
chr9	133163933	-	GBGT1	protein_coding
chr9	133209250	-	OBP2B	protein_coding
chr9	133276024	-	ABO	protein_coding
chr9	133336188	-	SURF6	protein_coding
chr9	133348131	-	MED22	protein_coding
chr9	133348218	+	RPL7A	protein_coding
chr9	133356676	-	SURF1	protein_coding
chr9	133356550	+	SURF2	protein_coding
chr9	133376166	-	SURF4	protein_coding
chr9	133376366	+	STKLD1	protein_coding
chr9	133418096	-	REXO4	protein_coding
chr9	133414358	+	ADAMTS13	protein_coding
chr9	133459965	+	CACFD1	protein_coding
chr9	133479127	-	SLC2A6	protein_coding
chr9	133528612	-	MYMK	protein_coding
chr9	133532164	+	ADAMTSL2	protein_coding
chr9	133609389	-	FAM163B	protein_coding
chr9	133636363	+	DBH	protein_coding
chr9	133739955	-	SARDH	protein_coding
chr9	133992604	-	VAV2	protein_coding
chr9	134025481	+	BRD3OS	protein_coding
chr9	134068535	-	BRD3	protein_coding
chr9	134135365	+	WDR5	protein_coding
chr9	134317098	+	RXRA	protein_coding
chr9	134641803	+	COL5A1	protein_coding
chr9	134880810	+	FCN2	protein_coding
chr9	134917912	-	FCN1	protein_coding
chr9	135075422	+	OLFM1	protein_coding
chr9	135479079	+	PPP1R26	protein_coding
chr9	135501734	-	PIERCE1	protein_coding
chr9	135499984	+	MRPS2	protein_coding
chr9	135521438	+	LCN1	protein_coding
chr9	135546126	+	OBP2A	protein_coding
chr9	135561756	+	PAEP	protein_coding
chr9	135604345	+	ENSG00000236543	protein_coding
chr9	135639540	-	GLT6D1	protein_coding
chr9	135663309	+	LCN9	protein_coding
chr9	135704498	-	SOHLH1	protein_coding
chr9	135702185	+	KCNT1	protein_coding
chr9	135907546	-	CAMSAP1	protein_coding
chr9	135961373	-	UBAC1	protein_coding
chr9	136095289	-	NACC2	protein_coding
chr9	136118875	-	TMEM250	protein_coding
chr9	136205128	-	LHX3	protein_coding
chr9	136245812	-	QSOX2	protein_coding
chr9	136306901	-	CCDC187	protein_coding
chr9	136327476	+	GPSM1	protein_coding
chr9	136363744	-	DNLZ	protein_coding
chr9	136373644	-	ENSG00000289701	protein_coding
chr9	136373681	-	CARD9	protein_coding
chr9	136400176	-	SNAPC4	protein_coding
chr9	136410614	-	ENTR1	protein_coding
chr9	136410630	+	PMPCA	protein_coding
chr9	136439845	-	INPP5E	protein_coding
chr9	136483759	-	SEC16A	protein_coding
chr9	136546048	-	NOTCH1	protein_coding
chr9	136658856	+	EGFL7	protein_coding
chr9	136687457	-	AGPAT2	protein_coding
chr9	136712572	+	DIPK1B	protein_coding
chr9	136743356	-	LCN10	protein_coding
chr9	136748453	-	ENSG00000204003	protein_coding
chr9	136748525	-	LCN6	protein_coding
chr9	136758543	-	LCN8	protein_coding
chr9	136766255	-	LCN15	protein_coding
chr9	136791344	+	TMEM141	protein_coding
chr9	136791379	+	ENSG00000272896	protein_coding
chr9	136796338	+	CCDC183	protein_coding
chr9	136807943	+	RABL6	protein_coding
chr9	136842478	+	AJM1	protein_coding
chr9	136848724	+	PHPT1	protein_coding
chr9	136850943	+	MAMDC4	protein_coding
chr9	136866308	-	EDF1	protein_coding
chr9	136881912	+	TRAF2	protein_coding
chr9	136944738	-	FBXW5	protein_coding
chr9	136945185	+	C8G	protein_coding
chr9	136949551	+	LCN12	protein_coding
chr9	136975092	+	PTGDS	protein_coding
chr9	136977518	+	ENSG00000284341	protein_coding
chr9	136981904	+	LCNL1	protein_coding
chr9	136992422	+	PAXX	protein_coding
chr9	136996568	-	CLIC3	protein_coding
chr9	137028915	-	ABCA2	protein_coding
chr9	137032088	-	FUT7	protein_coding
chr9	137040436	-	ENSG00000279073	protein_coding
chr9	137046179	-	NPDC1	protein_coding
chr9	137054061	-	ENTPD2	protein_coding
chr9	137070557	-	SAPCD2	protein_coding
chr9	137077517	+	UAP1L1	protein_coding
chr9	137086857	+	MAN1B1	protein_coding
chr9	137118309	-	DPP7	protein_coding
chr9	137138346	+	GRIN1	protein_coding
chr9	137170051	-	LRRC26	protein_coding
chr9	137171984	-	ENSG00000261793	protein_coding
chr9	137172056	-	TMEM210	protein_coding
chr9	137188560	-	ANAPC2	protein_coding
chr9	137188660	+	SSNA1	protein_coding
chr9	137204193	-	TPRN	protein_coding
chr9	137205648	-	TMEM203	protein_coding
chr9	137205685	+	NDOR1	protein_coding
chr9	137217494	+	ENSG00000284976	protein_coding
chr9	137222240	-	RNF208	protein_coding
chr9	137225174	+	CYSRT1	protein_coding
chr9	137227502	+	RNF224	protein_coding
chr9	137230757	+	SLC34A3	protein_coding
chr9	137241287	+	TUBB4B	protein_coding
chr9	137247770	-	FAM166A	protein_coding
chr9	137251261	+	STPG3	protein_coding
chr9	137255327	+	NELFB	protein_coding
chr9	137277726	+	TOR4A	protein_coding
chr9	137302271	-	NRARP	protein_coding
chr9	137423211	-	EXD3	protein_coding
chr9	137423350	+	NOXA1	protein_coding
chr9	137441816	-	ENTPD8	protein_coding
chr9	137459334	-	NSMF	protein_coding
chr9	137550402	-	PNPLA7	protein_coding
chr9	137551879	+	MRPL41	protein_coding
chr9	137578925	-	DPH7	protein_coding
chr9	137590512	-	ZMYND19	protein_coding
chr9	137605685	+	ARRDC1	protein_coding
chr9	137618992	+	EHMT1	protein_coding
chr9	137877782	+	CACNA1B	protein_coding
chr10	74163	-	TUBB8	protein_coding
chr10	130088	+	ZMYND11	protein_coding
chr10	689668	-	DIP2C	protein_coding
chr10	931821	-	LARP4B	protein_coding
chr10	988434	+	GTPBP4	protein_coding
chr10	1025859	-	IDI2	protein_coding
chr10	1049119	-	IDI1	protein_coding
chr10	1049538	+	WDR37	protein_coding
chr10	1737525	-	ADARB2	protein_coding
chr10	3066333	+	PFKP	protein_coding
chr10	3172841	-	PITRM1	protein_coding
chr10	3785281	-	KLF6	protein_coding
chr10	4786629	+	AKR1E2	protein_coding
chr10	4963253	+	AKR1C1	protein_coding
chr10	5018031	-	AKR1C2	protein_coding
chr10	5035354	+	AKR1C3	protein_coding
chr10	5185187	-	AKR1C8	protein_coding
chr10	5195462	+	AKR1C4	protein_coding
chr10	5364966	+	UCN3	protein_coding
chr10	5404828	-	TUBAL3	protein_coding
chr10	5412557	+	NET1	protein_coding
chr10	5499570	-	CALML5	protein_coding
chr10	5524961	+	CALML3	protein_coding
chr10	5666595	-	ASB13	protein_coding
chr10	5684731	+	TASOR2	protein_coding
chr10	5842132	-	GDI2	protein_coding
chr10	5889906	-	ANKRD16	protein_coding
chr10	5890203	+	FBH1	protein_coding
chr10	5978187	-	IL15RA	protein_coding
chr10	6062370	-	IL2RA	protein_coding
chr10	6089034	+	RBM17	protein_coding
chr10	6144934	+	PFKFB3	protein_coding
chr10	6580301	-	PRKCQ	protein_coding
chr10	7411488	-	SFMBT2	protein_coding
chr10	7666998	-	ITIH5	protein_coding
chr10	7703316	+	ITIH2	protein_coding
chr10	7787993	-	KIN	protein_coding
chr10	7788147	+	ATP5F1C	protein_coding
chr10	7818497	+	TAF3	protein_coding
chr10	8045378	+	GATA3	protein_coding
chr10	10798397	+	CELF2	protein_coding
chr10	11611666	-	USP6NL	protein_coding
chr10	11742366	+	ECHDC3	protein_coding
chr10	11823339	+	PROSER2	protein_coding
chr10	12043170	-	UPF2	protein_coding
chr10	12068954	+	DHTKD1	protein_coding
chr10	12129637	+	SEC61A2	protein_coding
chr10	12195891	-	NUDT5	protein_coding
chr10	12195965	+	CDC123	protein_coding
chr10	12349547	+	CAMK1D	protein_coding
chr10	13099652	-	CCDC3	protein_coding
chr10	13099449	+	OPTN	protein_coding
chr10	13161558	+	MCM10	protein_coding
chr10	13234374	-	UCMA	protein_coding
chr10	13302412	-	PHYH	protein_coding
chr10	13348298	-	SEPHS1	protein_coding
chr10	13529014	-	BEND7	protein_coding
chr10	13586939	+	PRPF18	protein_coding
chr10	14462142	-	FRMD4A	protein_coding
chr10	14774897	-	FAM107B	protein_coding
chr10	14838575	-	CDNF	protein_coding
chr10	14838302	+	MSANTD7	protein_coding
chr10	14838306	+	HSPA14	protein_coding
chr10	14878820	+	SUV39H2	protein_coding
chr10	14954432	-	DCLRE1C	protein_coding
chr10	14959388	+	MEIG1	protein_coding
chr10	15032227	+	OLAH	protein_coding
chr10	15088776	-	ACBD7	protein_coding
chr10	15097180	+	RPP38	protein_coding
chr10	15168693	-	NMT2	protein_coding
chr10	15371289	-	FAM171A1	protein_coding
chr10	15719922	-	ITGA8	protein_coding
chr10	15860507	-	MINDY3	protein_coding
chr10	16436943	+	PTER	protein_coding
chr10	16521879	-	C1QL3	protein_coding
chr10	16817463	-	RSU1	protein_coding
chr10	17129811	-	CUBN	protein_coding
chr10	17202054	-	TRDMT1	protein_coding
chr10	17228241	+	VIM	protein_coding
chr10	17454595	-	ST8SIA6	protein_coding
chr10	17617374	-	HACD1	protein_coding
chr10	17644151	+	STAM	protein_coding
chr10	17752201	+	TMEM236	protein_coding
chr10	17809348	+	MRC1	protein_coding
chr10	17951839	+	SLC39A12	protein_coding
